call_id,speaker,transcript,is_urgent,used_threat,good_offers,request_money_transfer,request_personal_info,request_banking_info,request_passwords,request_code,is_vishing
82,الطرف الآخر,ما وصلني شي,1,0,0,0,0,0,0,0,1
82,المتصل,بيوصلك الحين أرسله بسرعة,1,1,0,0,0,0,0,1,1
83,المتصل,السلام عليكم من بنك الإنماء بخصوص التمويل,0,0,0,0,0,0,0,0,0
83,الطرف الآخر,ايه متى الموافقة,0,0,0,0,0,0,0,0,0
83,المتصل,خلال يومين بنبلغك,0,0,0,0,0,0,0,0,0
84,المتصل,مبروك كسبت سيارة من البنك,0,0,1,0,0,0,0,0,1
84,الطرف الآخر,جد كيف,0,0,0,0,0,0,0,0,1
84,المتصل,نحتاج رسوم تسجيل 6000 ريال,0,0,1,1,0,0,0,0,1
85,المتصل,مرحبا من بنك الراجحي نؤكد عملية شراء,0,0,0,0,0,0,0,0,0
85,الطرف الآخر,ايه اشتريت مكيف,0,0,0,0,0,0,0,0,0
85,المتصل,تمام شكرا للتأكيد,0,0,0,0,0,0,0,0,0
86,المتصل,فيه مشكلة أمنية في حسابك نحتاج رقم البطاقة,1,1,0,0,0,1,0,0,1
86,الطرف الآخر,ايش المشكلة,1,0,0,0,0,0,0,0,1
86,المتصل,عملية مشبوهة لازم تحدث البيانات الحين,1,1,0,0,0,1,0,0,1
87,المتصل,السلام عليكم من بنك الأهلي بخصوص البطاقة,0,0,0,0,0,0,0,0,0
87,الطرف الآخر,ايه وصلتني,0,0,0,0,0,0,0,0,0
87,المتصل,تمام تقدر تفعلها من التطبيق,0,0,0,0,0,0,0,0,0
88,المتصل,حسابك تم اختراقه نحتاج كلمة السر,1,1,0,0,0,0,1,0,1
88,الطرف الآخر,بس ما شفت شي غريب,1,0,0,0,0,0,0,0,1
88,المتصل,لازم كلمة السر الحين,1,1,0,0,0,0,1,0,1
89,المتصل,مرحبا من بنك الإنماء نؤكد عنوان التوصيل,0,0,0,0,0,0,0,0,0
89,الطرف الآخر,العنوان حي الربوة شارع الإمام,0,0,0,0,0,0,0,0,0
89,المتصل,تم التسجيل شكرا,0,0,0,0,0,0,0,0,0
90,المتصل,مبروك ربحت 25000 ريال من قرعة البنك,0,0,1,0,0,0,0,0,1
90,الطرف الآخر,كيف ربحت,0,0,0,0,0,0,0,0,1
90,المتصل,نحتاج رقم الحساب للتحويل,0,0,1,0,0,1,0,0,1
91,المتصل,السلام عليكم من بنك الراجحي بخصوص كشف الحساب,0,0,0,0,0,0,0,0,0
91,الطرف الآخر,ايه وين ألاقيه,0,0,0,0,0,0,0,0,0
91,المتصل,في التطبيق قسم الكشوفات,0,0,0,0,0,0,0,0,0
92,المتصل,فيه مشكلة أمنية نحتاج رمز التحقق,1,1,0,0,0,0,0,1,1
92,الطرف الآخر,ما وصلني شي,1,0,0,0,0,0,0,0,1
92,المتصل,بيوصلك الحين أرسله بسرعة,1,1,0,0,0,0,0,1,1
93,المتصل,مرحبا من بنك الأهلي نؤكد عملية شراء,0,0,0,0,0,0,0,0,0
93,الطرف الآخر,ايه اشتريت سماعات,0,0,0,0,0,0,0,0,0
93,المتصل,تمام شكرا للتأكيد,0,0,0,0,0,0,0,0,0
94,المتصل,حسابك في خطر نحتاج كلمة السر,1,1,0,0,0,0,1,0,1
94,الطرف الآخر,بس ما شفت شي غريب,1,0,0,0,0,0,0,0,1
94,المتصل,لازم كلمة السر الحين,1,1,0,0,0,0,1,0,1
95,المتصل,السلام عليكم من بنك الإنماء بخصوص القرض,0,0,0,0,0,0,0,0,0
95,الطرف الآخر,ايه متى ينزل المبلغ,0,0,0,0,0,0,0,0,0
95,المتصل,خلال يومين بنرسل التفاصيل,0,0,0,0,0,0,0,0,0
96,المتصل,مبروك كسبت سيارة من البنك,0,0,1,0,0,0,0,0,1
96,الطرف الآخر,جد كيف,0,0,0,0,0,0,0,0,1
96,المتصل,نحتاج رسوم تسجيل 4000 ريال,0,0,1,1,0,0,0,0,1
97,المتصل,مرحبا من بنك الراجحي نؤكد عنوان التوصيل,0,0,0,0,0,0,0,0,0
97,الطرف الآخر,العنوان حي الياسمين شارع الثلاثين,0,0,0,0,0,0,0,0,0
97,المتصل,تم التسجيل شكرا,0,0,0,0,0,0,0,0,0
98,المتصل,فيه مشكلة أمنية في حسابك نحتاج رقم البطاقة,1,1,0,0,0,1,0,0,1
98,الطرف الآخر,ايش المشكلة,1,0,0,0,0,0,0,0,1
98,المتصل,عملية مشبوهة لازم تحدث البيانات الحين,1,1,0,0,0,1,0,0,1
99,المتصل,السلام عليكم من بنك الأهلي نتابع طلب البطاقة,0,0,0,0,0,0,0,0,0
99,الطرف الآخر,ايه متى بتوصل,0,0,0,0,0,0,0,0,0
99,المتصل,بكرة الصباح بنوصلها,0,0,0,0,0,0,0,0,0
100,المتصل,حسابك تم اختراقه نحتاج رمز التحقق,1,1,0,0,0,0,0,1,1
100,الطرف الآخر,ما وصلني شي,1,0,0,0,0,0,0,0,1
100,المتصل,بيوصلك الحين أرسله بسرعة,1,1,0,0,0,0,0,1,1
101,المتصل,السلام عليكم معك من البنك الراجحي نذكرك بتحديث تطبيق الهاتف,0,0,0,0,0,0,0,0,0
101,الطرف الآخر,اوكي كيف احدثه من المتجر ولا رابط معين,0,0,0,0,0,0,0,0,0
101,المتصل,من المتجر مباشرة وتأكد انه الاصدار الرسمي,0,0,0,0,0,0,0,0,0
102,المتصل,صباح الخير استاذ خالد نبلغك انه بطاقتك الجديدة وصلت الفرع,0,0,0,0,0,0,0,0,0
102,الطرف الآخر,طيب اقدر ارسل احد يستلمها عني,0,0,0,0,0,0,0,0,0
102,المتصل,اي نعم بس لازم يكون معاه تفويض ورقم الهوية,0,0,0,0,1,0,0,0,0
103,المتصل,اخوي احب اعلمك انه في عملية خصم تمت امس على حسابك,0,0,0,0,0,0,0,0,0
103,الطرف الآخر,ايه اشتريت جوال اونلاين,0,0,0,0,0,0,0,0,0
104,المتصل,معك من البنك السعودي للاستثمار تم تأكيد الحوالة الخارجية,0,0,0,0,0,0,0,0,0
104,الطرف الآخر,تمام يعطيك العافية وصلتني الرسالة,0,0,0,0,0,0,0,0,0
105,المتصل,معك من خدمة عملاء البنك الاهلي نود تقييم الخدمة الأخيرة,0,0,0,0,0,0,0,0,0
105,الطرف الآخر,كل شي ممتاز الموظف ساعدني كثير,0,0,0,0,0,0,0,0,0
106,المتصل,تمت الموافقة على طلب التمويل الخاص بك من بنك البلاد,0,0,1,0,0,0,0,0,0
106,الطرف الآخر,متى ينزل المبلغ في الحساب,0,0,0,0,0,0,0,0,0
106,المتصل,خلال يومين عمل بالكثير,0,0,0,0,0,0,0,0,0
107,المتصل,عميلنا العزيز تم تفعيل بطاقة الصراف الجديدة بنجاح,0,0,0,0,0,0,0,0,0
107,الطرف الآخر,يعطيكم العافية متى اقدر استخدمها,0,0,0,0,0,0,0,0,0
108,المتصل,فيه تحديث قادم لتطبيق البنك وقد يتطلب تسجيل دخول جديد,0,0,0,0,0,0,0,0,0
108,الطرف الآخر,هل تتغير كلمة المرور ولا تبقى زي ما هي,0,0,0,0,0,0,0,0,0
108,المتصل,تبقى نفسها بس راح توصلك رسالة للتأكيد,0,0,0,0,0,0,0,0,0
109,المتصل,السلام عليكم نبلغك انه شيكك الجاهز صار متوفر في الفرع,0,0,0,0,0,0,0,0,0
109,الطرف الآخر,اي فرع بالتحديد,0,0,0,0,0,0,0,0,0
109,المتصل,فرع العليا شارع الملك فهد,0,0,0,0,0,0,0,0,0
110,المتصل,تم إعادة إصدار بطاقة الائتمان حسب طلبك السابق,0,0,0,0,0,0,0,0,0
110,الطرف الآخر,وصلني إشعار يعطيكم العافية,0,0,0,0,0,0,0,0,0
111,المتصل,عميلنا نبلغك أن كشف الحساب الشهري جاهز للتحميل,0,0,0,0,0,0,0,0,0
111,الطرف الآخر,اوكي راح احمله من التطبيق,0,0,0,0,0,0,0,0,0
112,المتصل,مرحبا عميلنا نبلغك أن هناك تحديث على شروط الاستخدام البنكية,0,0,0,0,0,0,0,0,0
112,الطرف الآخر,هل يحتاج مني توقيع جديد أو شي,0,0,0,0,0,0,0,0,0
112,المتصل,لا فقط تأكيد عبر التطبيق راح توصلك رسالة قريبا,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
